Dates;Open;Close;High;Low;Value;Volume
14/3/18 17:40;158,59;158,43;158,686;158,37;7292591,5;46000
14/3/18 17:50;158,43;158,35;158,525;158,324;9848054;62174
14/3/18 18:00;158,34;158,415;158,515;158,11;10707732;67642
14/3/18 18:10;158,43;158,35;158,46;158,19;12212051;77123
14/3/18 18:20;158,34;158,56;158,6;158,32;7870243;49661
14/3/18 18:30;158,57;158,72;158,827;158,57;8259943;52043
14/3/18 18:40;158,725;158,95;159;158,715;6490351;40854
14/3/18 18:50;158,97;158,98;159,28;158,95;8091102;50862
14/3/18 19:00;158,99;159,12;159,13;158,91;11221336;70557
14/3/18 19:10;159,12;158,98;159,12;158,96;9882503;62144
14/3/18 19:20;158,988;159,027;159,13;158,961;8133618;51147
14/3/18 19:30;159,03;158,57;159,24;158,57;13408051;84350
14/3/18 19:40;158,58;158,57;158,74;158,413;6757491;42613
14/3/18 19:50;158,58;158,77;158,83;158,41;7003244,5;44157
14/3/18 20:00;158,8;158,6;158,84;158,47;8249149;51999
14/3/18 20:10;158,6;158,489;158,78;158,35;8819944;55639
14/3/18 20:20;158,46;158,12;158,49;158,11;6916314;43685
14/3/18 20:30;158,146;157,98;158,21;157,98;11581659;73260
14/3/18 20:40;157,97;157,99;158,05;157,74;17168342;108719
14/3/18 20:50;157,97;158,12;158,15;157,86;29686392;187874
14/3/18 21:00;158,12;158,12;158,12;158,12;68662976;434246
14/3/18 21:10;158,12;158,12;158,12;158,12;0;0
15/3/18 14:30;158,71;159,33;159,36;158,52;24372538;153315
15/3/18 14:40;159,34;159,38;159,65;159,16;12435878;78021
15/3/18 14:50;159,38;160,01;160,115;159,33;23042906;144113
15/3/18 15:00;160,07;159,98;160,35;159,91;17345834;108299
15/3/18 15:10;160,05;159,69;160,187;159,52;11253819;70411
15/3/18 15:20;159,71;160,05;160,125;159,7;10198030;63766
15/3/18 15:30;160,06;159,78;160,2;159,74;8903481;55657
15/3/18 15:40;159,769;160;160,048;159,72;10886271;68101
15/3/18 15:50;160;160,26;160,27;159,877;14670186;91631
15/3/18 16:00;160,28;160,28;160,65;160,207;15324460;95512
15/3/18 16:10;160,27;160,78;160,93;160,25;16617415;103436
15/3/18 16:20;160,78;161,12;161,25;160,63;16510194;102546
15/3/18 16:30;161,13;160,599;161,17;160,599;13393753;83301
15/3/18 16:40;160,58;160,49;160,67;160,46;9020288;56173
15/3/18 16:50;160,49;160,49;160,56;160,23;8183672;51019
15/3/18 17:00;160,49;160,74;160,87;160,48;7573819,5;47127
15/3/18 17:10;160,795;160,69;160,9;160,665;5556316;34557
15/3/18 17:20;160,68;160,52;160,83;160,5;5439976,5;33865
15/3/18 17:30;160,52;160,342;160,6;160,34;6814726;42473
15/3/18 17:40;160,35;160,374;160,459;160,28;4479245,5;27930
15/3/18 17:50;160,36;160,586;160,63;160,36;5262897,5;32786
15/3/18 18:00;160,6;160,75;160,79;160,56;6303399;39235
15/3/18 18:10;160,75;160,41;160,75;160,35;6848533;42663
15/3/18 18:20;160,41;160,55;160,65;160,38;7571146,5;47157
15/3/18 18:30;160,541;160,47;160,63;160,42;6224143;38777
15/3/18 18:40;160,48;160,38;160,49;160,242;7011258,5;43712
15/3/18 18:50;160,41;159,85;160,45;159,85;8292668;51779
